index_name,index_value,Company Report Name,Year,Predicted_label,Score
>50.Professionals,35,Vena-Energy-Sustainability-Report-_LowRes,2022,Management Diversity,7
>50.Middle Management,50,Vena-Energy-Sustainability-Report-_LowRes,2022,Development & Training,5
Male.Professionals,209,Vena-Energy-Sustainability-Report-_LowRes,2022,Management Diversity,7
Male.Executive Management,14,Vena-Energy-Sustainability-Report-_LowRes,2022,Management Diversity,6
Headcount.Professionals,422,Vena-Energy-Sustainability-Report-_LowRes,2022,Development & Training,8
Headcount.Middle Management,344,Vena-Energy-Sustainability-Report-_LowRes,2022,Management Diversity,7
Headcount.Executive Management,18,Vena-Energy-Sustainability-Report-_LowRes,2022,Management Diversity,8
<30.Executive Management,0,Vena-Energy-Sustainability-Report-_LowRes,2022,Management Diversity,1
30-50.Professionals,261,Vena-Energy-Sustainability-Report-_LowRes,2022,Age-Based Diversity(existing employees by age group),5
>50.Executive Management,10,Vena-Energy-Sustainability-Report-_LowRes,2022,Management Diversity,7
Male.Professionals,245,Vena-Energy-Sustainability-Report-_LowRes,2022,Management Diversity,7
Male.Executive Management,16,Vena-Energy-Sustainability-Report-_LowRes,2022,Management Diversity,8
GHG Emissions avoided (CO₂ Tonnes).2019,3775930,Vena-Energy-Sustainability-Report-_LowRes,2022,Greenhouse Gas Emissions(“GHG”),8
GHG Emissions avoided (CO₂ Tonnes).2020,4898866,Vena-Energy-Sustainability-Report-_LowRes,2022,Greenhouse Gas Emissions(“GHG”),8
GHG Emissions avoided (CO₂ Tonnes).2021,5611784,Vena-Energy-Sustainability-Report-_LowRes,2022,Greenhouse Gas Emissions(“GHG”),7
GHG Emissions avoided (CO₂ Tonnes).2022,6913826,Vena-Energy-Sustainability-Report-_LowRes,2022,Greenhouse Gas Emissions(“GHG”),8
Megalitres of water saved.2019,4865,Vena-Energy-Sustainability-Report-_LowRes,2022,Water Consumption,5
Megalitres of water saved.2020,5419,Vena-Energy-Sustainability-Report-_LowRes,2022,Water Consumption,6
Megalitres of water saved.2021,6160,Vena-Energy-Sustainability-Report-_LowRes,2022,Water Consumption,7
Megalitres of water saved.2022,8841,Vena-Energy-Sustainability-Report-_LowRes,2022,Water Consumption,7
Water Usage (m³).2021,62311,Vena-Energy-Sustainability-Report-_LowRes,2022,Water Consumption,5
Water Usage (m³).2022,59139,Vena-Energy-Sustainability-Report-_LowRes,2022,Water Consumption,4
Non-Hazardous Waste (MT).2021,18822,Vena-Energy-Sustainability-Report-_LowRes,2022,Waste Generation,4
Non-Hazardous Waste (MT).2022,3731,Vena-Energy-Sustainability-Report-_LowRes,2022,Waste Generation,7
Hazardous Waste (MT).2021,25,Vena-Energy-Sustainability-Report-_LowRes,2022,Waste Generation,5
Hazardous Waste (MT).2022,11,Vena-Energy-Sustainability-Report-_LowRes,2022,Waste Generation,5
Total average training hours per employee.2021,36,Vena-Energy-Sustainability-Report-_LowRes,2022,Development & Training,5
Total average training hours per employee.2022,47,Vena-Energy-Sustainability-Report-_LowRes,2022,Development & Training,7
% of employee participation in development & job qualification training.2021,100,Vena-Energy-Sustainability-Report-_LowRes,2022,Development & Training,10
% of employee participation in development & job qualification training.2022,100,Vena-Energy-Sustainability-Report-_LowRes,2022,Development & Training,10
Total health & safety training hours (Formal & Informal).2020,74276,Vena-Energy-Sustainability-Report-_LowRes,2022,Development & Training,8
Total health & safety training hours (Formal & Informal).2021,140911,Vena-Energy-Sustainability-Report-_LowRes,2022,Development & Training,8
Total health & safety training hours (Formal & Informal).2022,163660,Vena-Energy-Sustainability-Report-_LowRes,2022,Development & Training,7
Total training hours as a % of total manhours worked.2020,1.5,Vena-Energy-Sustainability-Report-_LowRes,2022,Development & Training,7
Total training hours as a % of total manhours worked.2021,1.9,Vena-Energy-Sustainability-Report-_LowRes,2022,Development & Training,5
Total training hours as a % of total manhours worked.2022,2,Vena-Energy-Sustainability-Report-_LowRes,2022,Development & Training,4
First Aid Cases Rate.2019,1.1,Vena-Energy-Sustainability-Report-_LowRes,2022,Occupational Health & Safety,7
First Aid Cases Rate.2020,1.02,Vena-Energy-Sustainability-Report-_LowRes,2022,Occupational Health & Safety,8
First Aid Cases Rate.2021,0.87,Vena-Energy-Sustainability-Report-_LowRes,2022,Occupational Health & Safety,8
First Aid Cases Rate.2022,0.9,Vena-Energy-Sustainability-Report-_LowRes,2022,Occupational Health & Safety,8
# Lost Time Cases.2021,6,Vena-Energy-Sustainability-Report-_LowRes,2022,Occupational Health & Safety,7
Lost Time Injury Rate.2019,0.05,Vena-Energy-Sustainability-Report-_LowRes,2022,Occupational Health & Safety,8
Lost Time Injury Rate.2020,0.12,Vena-Energy-Sustainability-Report-_LowRes,2022,Occupational Health & Safety,8
Lost Time Injury Rate.2021,0.16,Vena-Energy-Sustainability-Report-_LowRes,2022,Occupational Health & Safety,8
Lost Time Injury Rate.2022,0.15,Vena-Energy-Sustainability-Report-_LowRes,2022,Occupational Health & Safety,8
Amount of $ spent on CSR initiatives (in '000 USD).2020,674,Vena-Energy-Sustainability-Report-_LowRes,2022,Economic Performance,6
Amount of $ spent on CSR initiatives (in '000 USD).2021,1020,Vena-Energy-Sustainability-Report-_LowRes,2022,Economic Performance,7
Amount of $ spent on CSR initiatives (in '000 USD).2022,1677049,Vena-Energy-Sustainability-Report-_LowRes,2022,Economic Performance,7
Number of Directors.2020,6,Vena-Energy-Sustainability-Report-_LowRes,2022,Board Composition,8
Number of Directors.2021,6,Vena-Energy-Sustainability-Report-_LowRes,2022,Board Composition,7
Number of Directors.2022,5,Vena-Energy-Sustainability-Report-_LowRes,2022,Board Composition,6
Number of nationalities represented on the Board of Directors.2020,4,Vena-Energy-Sustainability-Report-_LowRes,2022,Board Composition,6
Number of nationalities represented on the Board of Directors.2021,4,Vena-Energy-Sustainability-Report-_LowRes,2022,Board Composition,6
Number of nationalities represented on the Board of Directors.2022,4,Vena-Energy-Sustainability-Report-_LowRes,2022,Board Composition,6
Number of Board Meetings.2020,4,Vena-Energy-Sustainability-Report-_LowRes,2022,Board Composition,3
% of employees participated in compliance training.2020,100,Vena-Energy-Sustainability-Report-_LowRes,2022,Development & Training,7
% of employees participated in compliance training.2021,98,Vena-Energy-Sustainability-Report-_LowRes,2022,Development & Training,8
% of employees participated in compliance training.2022,99,Vena-Energy-Sustainability-Report-_LowRes,2022,Development & Training,6
Identified human rights abuses.2020,0,Vena-Energy-Sustainability-Report-_LowRes,2022,Ethical Behaviour,10
png.energy_generation_TWh,3.7,Vena-Energy-Sustainability-Report-_LowRes,2022,Energy Consumption(GJ),4
Climate Action.GHG_emissions_avoided,6900000,Vena-Energy-Sustainability-Report-_LowRes,2022,Greenhouse Gas Emissions(“GHG”),7
Quality Education.average_training_hours_per_employee,47,Vena-Energy-Sustainability-Report-_LowRes,2022,Development & Training,7
png.CO2_emissions_avoided,3.2,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),7
png.new_hires_FY2023,33.8,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,7
png.CO2_concentration_1850,286,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),8
png.CO2_concentration_2021,415,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),8
png.increase_CO2_levels_past_two_decades,40,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),7
png.global_GHG_emissions_from_CO2,70,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),7
png.population_faced_severe_water_scarcity_2023,50,Vena-Energy-Sustainability-Report-_HighRes,2023,Water Consumption,5
png.power_generation_sector_emissions_share,32,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),4
Development.GW,38,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,5
Development.Offshore_Wind_Percentage,19,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,4
GHG_Emissions_Reduction.Million_tCO2,9,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),7
Water_Saved.Megalitres,11600,Vena-Energy-Sustainability-Report-_HighRes,2023,Water Consumption,7
People.Jobs_Created,2374,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,7
People.Employee_Training_Hours_Per_Employee,49,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,8
png.CO2EmissionsAvoidedMillionTonnes,3.1,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),8
png.global_carbon_emissions_net_zero_target,90,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),8
framework agreement.regional suppliers,4,Vena-Energy-Sustainability-Report-_HighRes,2023,Alignment with Frameworks And Disclosure Practices,7
png.dedicated_development_professionals,115,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,6
png.Employees,150,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,3
subsections[1].number,2.2,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,2
png.global_man_made_emissions_percentage,70,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),7
Households_Powered.Construction_Contracted_Percentage,67,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,7
GHG_Emission_Reductions_Tonnes.Total,8987076,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),8
GHG_Emission_Reductions_Tonnes.Operational_Percentage,35,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),7
GHG_Emission_Reductions_Tonnes.Construction_Contracted_Percentage,65,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),7
Megalitres_of_Water_Saved.Total,11600,Vena-Energy-Sustainability-Report-_HighRes,2023,Water Consumption,7
Megalitres_of_Water_Saved.Operational_Percentage,31,Vena-Energy-Sustainability-Report-_HighRes,2023,Water Consumption,3
Megalitres_of_Water_Saved.Construction_Contracted_Percentage,69,Vena-Energy-Sustainability-Report-_HighRes,2023,Water Consumption,7
Energy_Generation_2023.Operating_Assets_TWh,4.5,Vena-Energy-Sustainability-Report-_HighRes,2023,Energy Consumption(GJ),7
png.CO2_Emissions_Avoided_Million_Tonnes,3.2,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),6
fuel_consumed.2021,850,Vena-Energy-Sustainability-Report-_HighRes,2023,Energy Consumption(GJ),4
fuel_consumed.2022,720,Vena-Energy-Sustainability-Report-_HighRes,2023,Energy Consumption(GJ),4
fuel_consumed.2023,610,Vena-Energy-Sustainability-Report-_HighRes,2023,Energy Consumption(GJ),8
purchased_electricity.2021,12,Vena-Energy-Sustainability-Report-_HighRes,2023,Energy Consumption(GJ),3
purchased_electricity.2022,24,Vena-Energy-Sustainability-Report-_HighRes,2023,Energy Consumption(GJ),5
purchased_electricity.2023,21,Vena-Energy-Sustainability-Report-_HighRes,2023,Energy Consumption(GJ),5
capital_goods_upstream_transportation_purchased_goods_services_waste_management_business_travel.2021,596509,Vena-Energy-Sustainability-Report-_HighRes,2023,Waste Generation,4
capital_goods_upstream_transportation_purchased_goods_services_waste_management_business_travel.2022,495206,Vena-Energy-Sustainability-Report-_HighRes,2023,Waste Generation,7
capital_goods_upstream_transportation_purchased_goods_services_waste_management_business_travel.2023,136029,Vena-Energy-Sustainability-Report-_HighRes,2023,Waste Generation,4
total_emissions.2021,610074,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),3
total_emissions.2022,520796,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),8
total_emissions.2023,158154,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),5
additional_information.total_scope_1_2_emissions_2023,22125,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),3
additional_information.total_scope_1_2_3_emissions_2023,158154,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),4
additional_information.fuel_consumption_litres,235024,Vena-Energy-Sustainability-Report-_HighRes,2023,Energy Consumption(GJ),8
additional_information.electricity_consumption_gwh,28.8,Vena-Energy-Sustainability-Report-_HighRes,2023,Energy Consumption(GJ),4
additional_information.decrease_in_electricity_consumption_percent,10.8,Vena-Energy-Sustainability-Report-_HighRes,2023,Energy Consumption(GJ),6
additional_information.total_electricity_consumed_percent_of_green_energy,0.6,Vena-Energy-Sustainability-Report-_HighRes,2023,Energy Consumption(GJ),6
Purchased Goods and Services.emissions,14584,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),7
Capital Goods.emissions,552970,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),4
Upstream Transportation & Distribution.emissions,19062,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),4
Waste Generated in Operations.emissions,8411,Vena-Energy-Sustainability-Report-_HighRes,2023,Waste Generation,7
Waste Generated in Operations.percentage,1.4,Vena-Energy-Sustainability-Report-_HighRes,2023,Waste Generation,7
Purchased Goods and Services.emissions,14620,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),5
Capital Goods.emissions,467741,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),8
Upstream Transportation & Distribution.emissions,7566,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),3
Waste Generated in Operations.emissions,1678,Vena-Energy-Sustainability-Report-_HighRes,2023,Waste Generation,4
Waste Generated in Operations.percentage,0.3,Vena-Energy-Sustainability-Report-_HighRes,2023,Waste Generation,4
Purchased Goods and Services.emissions,5952,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),2
Capital Goods.emissions,125687,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),3
Upstream Transportation & Distribution.emissions,384,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),3
Waste Generated in Operations.percentage,1.5,Vena-Energy-Sustainability-Report-_HighRes,2023,Waste Generation,5
Reduction in Carbon Intensity.From,2.4,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),5
Reduction in Carbon Intensity.To,1.6,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),7
Reduction in Carbon Intensity.Improvement Percentage,33.6,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),5
2023.water_consumption_increase,2.3,Vena-Energy-Sustainability-Report-_HighRes,2023,Water Consumption,7
2023.non_hazardous_waste_MT,4034,Vena-Energy-Sustainability-Report-_HighRes,2023,Waste Generation,4
Renewable_Energy_Awareness_and_Training_for_Women_in_Indonesia.workshops,100,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,7
png.average_training_hours_per_employee_2023,49,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,8
png.training_hours_increase,2,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,3
png.average_learning_hours_through_vena_academy,6,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,7
png.vena_academy_sessions,20,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,7
png.LEAP_programme_duration_days,9,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,7
png.LEAP_programme_participants,25,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,5
png.LEAD_programme_2023_training_hours,40,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,6
png.employee_survey_participation_rate_2023,85,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,7
png.staff_utilized_volunteer_service_day,40,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,7
2023.employees_recognized,170,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,6
2023.unsafe_acts_reported,1190,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,4
Training_Hours_FY2020-23.2020,90000,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,3
Training_Hours_FY2020-23.2021,135000,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,8
Training_Hours_FY2020-23.2022,160000,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,7
Training_Hours_FY2020-23.2023,164806,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,8
Training_Hours_Percentage_of_Total_Hours_Worked.2020,1,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,6
Training_Hours_Percentage_of_Total_Hours_Worked.2021,1.5,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,3
Training_Hours_Percentage_of_Total_Hours_Worked.2022,2,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,3
Training_Hours_Percentage_of_Total_Hours_Worked.2023,2.2,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,5
2023_Training_Details.Internal_and_External_Training_Hours,47000,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,7
2023_Training_Details.Informal_Discussions_Hours,110000,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,1
png.Employee_Training_Completion_Rate,96,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,8
First Aid Cases Rate.2020,1.02,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,7
First Aid Cases Rate.2021,0.87,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,7
First Aid Cases Rate.2022,0.9,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,7
 of Lost Time Cases.2020,3,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,4
 of Lost Time Cases.2021,6,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,8
 of Lost Time Cases.2022,6,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,7
 of Lost Time Cases.2023,2,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,8
Lost Time Injury Rate.2019,0.05,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,9
Lost Time Injury Rate.2020,0.12,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,8
Lost Time Injury Rate.2021,0.16,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,8
Lost Time Injury Rate.2022,0.15,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,8
Lost Time Injury Rate.2023,0.05,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,9
on_site_workers_by_country.Australia,431,Vena-Energy-Sustainability-Report-_HighRes,2023,Board Composition,7
on_site_workers_by_country.India,786,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,7
Vena Energy Employees.Employees Involved,17,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,2
Volunteer Hours.Hours,100,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,7
presentation_screen[1].number,2,Vena-Energy-Sustainability-Report-_HighRes,2023,Alignment with Frameworks And Disclosure Practices,7
board_composition.members,5,Vena-Energy-Sustainability-Report-_HighRes,2023,Board Composition,7
board_composition.nationalities_represented,4,Vena-Energy-Sustainability-Report-_HighRes,2023,Board Composition,6
board_meetings.meetings_held,4,Vena-Energy-Sustainability-Report-_HighRes,2023,Board Composition,4
2023.employee_participation_in_compliance_training,98,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,8
2023.compliance_training_hours,3,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,7
2023.compliance_training_completion_rate,98,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,8
png.cyber_security_trainings_completion_rate,99,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,9
subsections[1].number,5.2,Vena-Energy-Sustainability-Report-_HighRes,2023,Board Composition,5
31Dec2022.DevelopmentExpenses,-8.2,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,3
Clean_Energy_Generation.2023,4.5,Vena-Energy-Sustainability-Report-_HighRes,2023,Energy Consumption(GJ),7
India.Male,66,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,7
Japan.Male,173,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,5
Japan.Female,63,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,7
India.Male,73,Vena-Energy-Sustainability-Report-_HighRes,2023,Board Composition,7
Taiwan.Male,62,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,7
Total.Male,655,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,5
Part-time.Total,3,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,3
Part-time.Total,1,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,3
Headcount.Professionals,236,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,4
Headcount.Middle Management,220,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,7
Headcount.Executive Management,17,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,8
<30.Professionals,81,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,3
30-50.Professionals,136,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,3
>50.Professionals,19,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,4
Male.Professionals,148,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,7
Male.Executive Management,16,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,7
Headcount.Middle Management,253,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,7
Headcount.Executive Management,16,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,7
<30.Professionals,106,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,4
<30.Executive Management,0,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,5
30-50.Professionals,159,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,7
30-50.Middle Management,200,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,4
30-50.Executive Management,7,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,4
Male.Professionals,174,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,7
Male.Middle Management,199,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,7
Male.Executive Management,15,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,7
Headcount.Middle Management,283,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,6
Headcount.Executive Management,16,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,7
30-50.Professionals,215,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,4
30-50.Executive Management,9,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,6
>50.Professionals,35,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,7
Male.Professionals,209,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,6
Male.Middle Management,222,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,8
Male.Executive Management,14,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,7
Headcount.Middle Management,344,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,7
Headcount.Executive Management,18,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,6
<30.Professionals,109,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,3
<30.Executive Management,0,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,5
30-50.Executive Management,8,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,7
>50.Professionals,52,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,6
>50.Executive Management,10,Vena-Energy-Sustainability-Report-_HighRes,2023,Board Composition,7
Male.Professionals,245,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,7
Male.Middle Management,268,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,6
Male.Executive Management,16,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,7
Headcount.Middle Management,404,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,4
Headcount.Executive Management,17,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,8
<30.Professionals,118,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,4
30-50.Professionals,322,Vena-Energy-Sustainability-Report-_HighRes,2023,Age-Based Diversity (existing employees by age group),6
Male.Professionals,305,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,7
Male.Middle Management,309,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,7
Male.Executive Management,15,Vena-Energy-Sustainability-Report-_HighRes,2023,Management Diversity,8
GHG Emissions avoided (CO₂ Tonnes).2019,3775930,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),8
GHG Emissions avoided (CO₂ Tonnes).2020,4898866,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),7
GHG Emissions avoided (CO₂ Tonnes).2021,5611784,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),8
GHG Emissions avoided (CO₂ Tonnes).2022,6913826,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),8
GHG Emissions avoided (CO₂ Tonnes).2023,8987076,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),8
Megalitres of water saved.2019,4865,Vena-Energy-Sustainability-Report-_HighRes,2023,Water Consumption,9
Megalitres of water saved.2020,5419,Vena-Energy-Sustainability-Report-_HighRes,2023,Water Consumption,7
Megalitres of water saved.2021,6160,Vena-Energy-Sustainability-Report-_HighRes,2023,Water Consumption,8
Megalitres of water saved.2022,8841,Vena-Energy-Sustainability-Report-_HighRes,2023,Water Consumption,4
Megalitres of water saved.2023,11600,Vena-Energy-Sustainability-Report-_HighRes,2023,Water Consumption,7
Water Usage (m³).2021,62311,Vena-Energy-Sustainability-Report-_HighRes,2023,Water Consumption,7
Water Usage (m³).2022,59139,Vena-Energy-Sustainability-Report-_HighRes,2023,Water Consumption,4
Water Usage (m³).2023,134095,Vena-Energy-Sustainability-Report-_HighRes,2023,Water Consumption,7
Non-Hazardous Waste (MT).2021,18822,Vena-Energy-Sustainability-Report-_HighRes,2023,Waste Generation,5
Non-Hazardous Waste (MT).2022,3731,Vena-Energy-Sustainability-Report-_HighRes,2023,Waste Generation,7
Non-Hazardous Waste (MT).2023,4034,Vena-Energy-Sustainability-Report-_HighRes,2023,Waste Generation,6
Hazardous Waste (MT).2021,25,Vena-Energy-Sustainability-Report-_HighRes,2023,Waste Generation,7
Hazardous Waste (MT).2022,11,Vena-Energy-Sustainability-Report-_HighRes,2023,Waste Generation,8
Hazardous Waste (MT).2023,27,Vena-Energy-Sustainability-Report-_HighRes,2023,Waste Generation,7
TotalAverageTrainingHoursPerEmployee.2021,36,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,7
TotalAverageTrainingHoursPerEmployee.2022,47,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,7
TotalAverageTrainingHoursPerEmployee.2023,49,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,5
