,index_name,index_value,Company Report Name,Year,Predicted_label,Score
261,2020.Amount of Hazardous Waste Recycled (tons),4341,Maxeon Solar Technologies,2022,Waste Generation,5
262,2020.Percentage of Hazardous Waste Recycled (%),71,Maxeon Solar Technologies,2022,Waste Generation,7
263,2020.Total weight of Hazardous Waste directed to disposal offsite (metric tons),1784,Maxeon Solar Technologies,2022,Waste Generation,4
264,2020.Non-Hazardous Waste Generation (tons),5678,Maxeon Solar Technologies,2022,Waste Generation,5
265,2020.Amount of Non-Hazardous Waste Recycled (tons),5108,Maxeon Solar Technologies,2022,Waste Generation,6
266,2020.Percentage of Non-Hazardous Waste Recycled (%),90,Maxeon Solar Technologies,2022,Waste Generation,9
267,2021.Hazardous Waste Generation (tons),4285,Maxeon Solar Technologies,2022,Waste Generation,4
268,2021.Amount of Hazardous Waste Recycled (tons),2448,Maxeon Solar Technologies,2022,Waste Generation,8
269,2021.Percentage of Hazardous Waste Recycled (%),57,Maxeon Solar Technologies,2022,Waste Generation,6
270,2021.Total weight of Hazardous Waste directed to disposal offsite (metric tons),1837,Maxeon Solar Technologies,2022,Waste Generation,7
271,2021.Non-Hazardous Waste Generation (tons),6478,Maxeon Solar Technologies,2022,Waste Generation,4
272,2021.Amount of Non-Hazardous Waste Recycled (tons),5530,Maxeon Solar Technologies,2022,Waste Generation,8
273,2021.Percentage of Non-Hazardous Waste Recycled (%),85,Maxeon Solar Technologies,2022,Waste Generation,7
274,2022.Hazardous Waste Generation (tons),6598,Maxeon Solar Technologies,2022,Waste Generation,7
275,2022.Amount of Hazardous Waste Recycled (tons),3163,Maxeon Solar Technologies,2022,Waste Generation,8
276,2022.Percentage of Hazardous Waste Recycled (%),48,Maxeon Solar Technologies,2022,Waste Generation,7
277,2022.Amount of Hazardous Waste Prepared for other recovery operations (tons),198,Maxeon Solar Technologies,2022,Waste Generation,5
278,2022.Total weight of Hazardous Waste directed to disposal offsite (metric tons),3435,Maxeon Solar Technologies,2022,Waste Generation,3
279,2022.Non-Hazardous Waste Generation (tons),7903,Maxeon Solar Technologies,2022,Waste Generation,4
280,2022.Amount of Non-Hazardous Waste Recycled (tons),6649,Maxeon Solar Technologies,2022,Waste Generation,8
281,2022.Percentage of Non-Hazardous Waste Recycled (%),84,Maxeon Solar Technologies,2022,Waste Generation,8
282,NonHazardousWastePreparedForRecoveryOperations.2022,70,Maxeon Solar Technologies,2022,Waste Generation,7
283,NonHazardousWastePreparedForRecoveryOperationsPercentage.2022,1,Maxeon Solar Technologies,2022,Waste Generation,3
284,NonHazardousWasteDirectedToDisposalOnsite.2020,0,Maxeon Solar Technologies,2022,Waste Generation,10
285,NonHazardousWasteDirectedToDisposalOnsite.2021,0,Maxeon Solar Technologies,2022,Waste Generation,10
286,NonHazardousWasteDirectedToDisposalOnsite.2022,0,Maxeon Solar Technologies,2022,Waste Generation,10
287,NonHazardousWasteDirectedToDisposalOffsite.2020,570,Maxeon Solar Technologies,2022,Waste Generation,6
288,NonHazardousWasteDirectedToDisposalOffsite.2021,948,Maxeon Solar Technologies,2022,Waste Generation,4
289,NonHazardousWasteDirectedToDisposalOffsite.2022,1254,Maxeon Solar Technologies,2022,Waste Generation,4
290,EndOfLifeWasteTreatmentIncineration.2022,11,Maxeon Solar Technologies,2022,Waste Generation,7
291,steps[2].step_number,3,Maxeon Solar Technologies,2022,Development & Training,3
292,Recordable Work-Related Injuries.Total incidents in 2022,16,Maxeon Solar Technologies,2022,Occupational Health & Safety,4
293,Total Recordable Incident Rate (TRIR).2022 TRIR per million manhours,1.14,Maxeon Solar Technologies,2022,Occupational Health & Safety,7
294,Targets.TRIR reduction by 2030,10,Maxeon Solar Technologies,2022,Occupational Health & Safety,8
295,GRI_410-1.Percentage_of_security_personnel_trained,100,Maxeon Solar Technologies,2022,Development & Training,8
296,GRI_412.Total_hours_of_training,5262,Maxeon Solar Technologies,2022,Development & Training,7
297,GRI_412.Percentage_of_employees_trained,100,Maxeon Solar Technologies,2022,Development & Training,9
298,GRI_412.Significant_investment_agreements_with_human_rights_clauses,100,Maxeon Solar Technologies,2022,Alignment with Frameworks And Disclosure Practices,8
299,2025.Career Conversations Target,70,Maxeon Solar Technologies,2022,Development & Training,7
300,2030.Career Conversations Target,80,Maxeon Solar Technologies,2022,Development & Training,8
301,Leadership Development Programme Completion.FY21,95,Maxeon Solar Technologies,2022,Development & Training,9
302,Leadership Development Programme Completion.FY22,92.6,Maxeon Solar Technologies,2022,Development & Training,9
303,Career and Development Discussion.FY21,80,Maxeon Solar Technologies,2022,Development & Training,8
304,Career and Development Discussion.FY22,65,Maxeon Solar Technologies,2022,Development & Training,7
305,leadership_development_programme_completion.2025,90,Maxeon Solar Technologies,2022,Development & Training,9
306,leadership_development_programme_completion.2030,95,Maxeon Solar Technologies,2022,Development & Training,8
307,career_and_development_discussions.2030,80,Maxeon Solar Technologies,2022,Development & Training,8
308,png.Global_Training_Programs_Review_Cycle,2,Maxeon Solar Technologies,2022,Development & Training,7
309,png.TimeZonesForDevelopmentSessions,2,Maxeon Solar Technologies,2022,Development & Training,9
310,Americas.2021,1.66,Maxeon Solar Technologies,2022,Alignment with Frameworks And Disclosure Practices,4
311,APAC.2020,2.7,Maxeon Solar Technologies,2022,Alignment with Frameworks And Disclosure Practices,7
312,MY.2020,105.7,Maxeon Solar Technologies,2022,Alignment with Frameworks And Disclosure Practices,4
313,TotalEmployeesWithLearningRecords.2020,4583,Maxeon Solar Technologies,2022,Development & Training,4
314,TotalEmployeesWithLearningRecords.2021,3324,Maxeon Solar Technologies,2022,Development & Training,5
315,TotalEmployeesWithLearningRecords.2022,5340,Maxeon Solar Technologies,2022,Development & Training,7
316,AverageTrainingHoursPerEmployee.2020,136.5,Maxeon Solar Technologies,2022,Development & Training,7
317,AverageTrainingHoursPerEmployee.2021,94.19,Maxeon Solar Technologies,2022,Development & Training,7
318,AverageTrainingHoursPerEmployee.2022,140.57,Maxeon Solar Technologies,2022,Development & Training,7
319,FY21.Male,2.1,Maxeon Solar Technologies,2022,Development & Training,2
320,ExecutiveLeadershipTeam.Male,13.6,Maxeon Solar Technologies,2022,Management Diversity,7
321,ProfessionalsManagers.Male,15.6,Maxeon Solar Technologies,2022,Management Diversity,7
322,FrameworkForDevelopment.Exposure,20,Maxeon Solar Technologies,2022,Alignment with Frameworks And Disclosure Practices,7
323,FrameworkForDevelopment.Education,10,Maxeon Solar Technologies,2022,Alignment with Frameworks And Disclosure Practices,8
324,Malaysia.Permanent employees,1763,Maxeon Solar Technologies,2022,Board Composition,10
325,long_term_target_volunteering_days.2025,5000,Maxeon Solar Technologies,2022,Development & Training,7
326,long_term_target_volunteering_days.2030,7500,Maxeon Solar Technologies,2022,Development & Training,7
327,executive.2020,10,Maxeon Solar Technologies,2022,Alignment with Frameworks And Disclosure Practices,7
328,non_executive.2021,90,Maxeon Solar Technologies,2022,Board Composition,8
329,non_executive.2022,90,Maxeon Solar Technologies,2022,Board Composition,9
330,Male.2022,54,Maxeon Solar Technologies,2022,Management Diversity,5
331,fatalities.2020,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,10
332,fatalities.2021,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,10
333,high_consequence_injuries.2021,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,1
334,high_consequence_injuries.2022,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,1
335,recordable_injuries.2020,8,Maxeon Solar Technologies,2022,Occupational Health & Safety,4
336,recordable_injuries.2021,11,Maxeon Solar Technologies,2022,Occupational Health & Safety,3
337,recordable_injuries.2022,15,Maxeon Solar Technologies,2022,Occupational Health & Safety,2
338,recordable_ill_health.2020,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,10
339,recordable_ill_health.2021,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,10
340,recordable_ill_health.2022,2,Maxeon Solar Technologies,2022,Occupational Health & Safety,6
341,fatalities.2021,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,10
342,high_consequence_injuries.2020,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,10
343,high_consequence_injuries.2021,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,1
344,high_consequence_injuries.2022,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,1
345,recordable_injuries.2020,0.63,Maxeon Solar Technologies,2022,Occupational Health & Safety,7
346,recordable_injuries.2021,0.81,Maxeon Solar Technologies,2022,Occupational Health & Safety,7
347,recordable_injuries.2022,1.14,Maxeon Solar Technologies,2022,Occupational Health & Safety,7
348,employees_covered.2020,4609,Maxeon Solar Technologies,2022,Development & Training,5
349,employees_covered.2021,4111,Maxeon Solar Technologies,2022,Development & Training,7
350,employees_covered.2022,5564,Maxeon Solar Technologies,2022,Development & Training,8
351,audited_or_certified.2021,4111,Maxeon Solar Technologies,2022,Assurance of Sustainability Report,5
352,audited_or_certified.2022,5564,Maxeon Solar Technologies,2022,Assurance of Sustainability Report,1
353,fatalities.2020,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,10
354,high_consequence_injuries.2020,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,10
355,high_consequence_injuries.2021,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,1
356,high_consequence_injuries.2022,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,1
357,recordable_injuries.2020,3,Maxeon Solar Technologies,2022,Occupational Health & Safety,8
358,recordable_injuries.2021,4,Maxeon Solar Technologies,2022,Occupational Health & Safety,7
359,recordable_injuries.2022,1,Maxeon Solar Technologies,2022,Occupational Health & Safety,3
360,recordable_ill_health.2020,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,10
361,recordable_ill_health.2022,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,10
362,rate_of_fatalities.2020,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,10
363,rate_of_fatalities.2022,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,10
364,rate_of_high_consequence_injuries.2020,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,10
365,rate_of_high_consequence_injuries.2021,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,10
366,rate_of_high_consequence_injuries.2022,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,10
367,rate_of_recordable_injuries.2020,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,10
368,rate_of_recordable_injuries.2021,0,Maxeon Solar Technologies,2022,Occupational Health & Safety,10
369,rate_of_recordable_injuries.2022,0.45,Maxeon Solar Technologies,2022,Occupational Health & Safety,6
370,employees_covered_by_OHS.2020,100,Maxeon Solar Technologies,2022,Occupational Health & Safety,8
371,employees_covered_by_OHS.2021,100,Maxeon Solar Technologies,2022,Occupational Health & Safety,7
372,employees_covered_by_OHS.2022,100,Maxeon Solar Technologies,2022,Occupational Health & Safety,7
373,employees_covered_by_OHS_certified.2020,100,Maxeon Solar Technologies,2022,Occupational Health & Safety,7
374,employees_covered_by_OHS_certified.2021,100,Maxeon Solar Technologies,2022,Occupational Health & Safety,7
375,employees_covered_by_OHS_certified.2022,100,Maxeon Solar Technologies,2022,Occupational Health & Safety,8
376,Board.total_directors,10,Maxeon Solar Technologies,2022,Board Composition,8
377,Board.shareholder_appointed_directors,6,Maxeon Solar Technologies,2022,Board Composition,8
378,Board.independent_directors,3,Maxeon Solar Technologies,2022,Board Composition,5
379,Board.chief_executive_officer,1,Maxeon Solar Technologies,2022,Board Composition,5
380,GRI_2-9_Governance_structure_and_composition.Independent_directors,3,Maxeon Solar Technologies,2022,Board Composition,7
381,GRI_2-9_Governance_structure_and_composition.Independent_directors_percentage,30,Maxeon Solar Technologies,2022,Board Composition,4
382,GRI_2-9_Governance_structure_and_composition.Non_independent_directors,7,Maxeon Solar Technologies,2022,Board Composition,7
383,GRI_2-9_Governance_structure_and_composition.Non_independent_directors_percentage,70,Maxeon Solar Technologies,2022,Board Composition,7
384,GRI_2-9_Governance_structure_and_composition.Under_represented_individuals,0,Maxeon Solar Technologies,2022,Board Composition,1
385,GRI_2-9_Governance_structure_and_composition.Significant_positions_and_commitments,10,Maxeon Solar Technologies,2022,Board Composition,8
386,GRI_2-9_Governance_structure_and_composition.Significant_positions_and_commitments_percentage,100,Maxeon Solar Technologies,2022,Board Composition,7
387,Confirmed incidents of corruption and actions taken.2020,0,Maxeon Solar Technologies,2022,Ethical Behaviour,10
388,Confirmed incidents of corruption and actions taken.2021,0,Maxeon Solar Technologies,2022,Ethical Behaviour,10
389,Confirmed incidents of corruption and actions taken.2022,0,Maxeon Solar Technologies,2022,Ethical Behaviour,10
390,Confirmed incidents in which employees were dismissed or disciplined for corruption.2020,0,Maxeon Solar Technologies,2022,Ethical Behaviour,10
391,Confirmed incidents in which employees were dismissed or disciplined for corruption.2021,0,Maxeon Solar Technologies,2022,Ethical Behaviour,10
392,Confirmed incidents in which employees were dismissed or disciplined for corruption.2022,0,Maxeon Solar Technologies,2022,Ethical Behaviour,10
393,Confirmed cases of bribery and actions taken.2020,0,Maxeon Solar Technologies,2022,Ethical Behaviour,10
394,Confirmed cases of bribery and actions taken.2021,0,Maxeon Solar Technologies,2022,Ethical Behaviour,10
395,Confirmed cases of bribery and actions taken.2022,0,Maxeon Solar Technologies,2022,Ethical Behaviour,10
396,Confirmed incidents when contracts with business partners were terminated or not renewed due to violations related to corruption.2020,0,Maxeon Solar Technologies,2022,Ethical Behaviour,10
397,Confirmed incidents when contracts with business partners were terminated or not renewed due to violations related to corruption.2021,0,Maxeon Solar Technologies,2022,Ethical Behaviour,10
398,Confirmed incidents when contracts with business partners were terminated or not renewed due to violations related to corruption.2022,0,Maxeon Solar Technologies,2022,Ethical Behaviour,10
399,Number of public legal cases regarding corruption brought against the organization or its employees during the reporting period.2020,0,Maxeon Solar Technologies,2022,Ethical Behaviour,10
400,Number of public legal cases regarding corruption brought against the organization or its employees during the reporting period.2021,0,Maxeon Solar Technologies,2022,Ethical Behaviour,10
401,Number of public legal cases regarding corruption brought against the organization or its employees during the reporting period.2022,0,Maxeon Solar Technologies,2022,Ethical Behaviour,10
402,Operations assessed for risk related to corruption.Total number of operations,14,Maxeon Solar Technologies,2022,Ethical Behaviour,7
403,Operations assessed for risk related to corruption.Total operations assessed for risks relating to corruption,14,Maxeon Solar Technologies,2022,Ethical Behaviour,7
404,Total number of employees in each employee category.Executive leadership,7,Maxeon Solar Technologies,2022,Board Composition,7
405,Total number of employees in each employee category.Professional/manager,476,Maxeon Solar Technologies,2022,Management Diversity,5
406,Total number that the organisation’s anti-corruption policies and procedures have been communicated to.Executive leadership,7,Maxeon Solar Technologies,2022,Ethical Behaviour,7
407,Total number of employees that received training and anti-corruption.Executive leadership,7,Maxeon Solar Technologies,2022,Development & Training,7
408,Total number of employees that received training and anti-corruption.Professional/manager,476,Maxeon Solar Technologies,2022,Development & Training,7
409,"Total number of employees that received training and anti-corruption.Technical, production and administrative",4570,Maxeon Solar Technologies,2022,Development & Training,8
410,GRI 205-2.Total number of business partners that the organisation anti-corruption policies and procedures have been communicated to,5682,Maxeon Solar Technologies,2022,Ethical Behaviour,7
411,Governance[0].id,10,st-engineering-sustainability-report-,2019,Board Composition,8
412,People Excellence.Section,6,st-engineering-sustainability-report-,2019,Development & Training,6
413,Total Workplace Safety & Health.Section,7,st-engineering-sustainability-report-,2019,Occupational Health & Safety,7
414,GHG Emissions.ReductionPercentage,39,st-engineering-sustainability-report-,2019,Greenhouse Gas Emissions(“GHG”),7
415,Training & Development.AverageTrainingHoursPerEmployee,28,st-engineering-sustainability-report-,2019,Development & Training,7
416,Volunteerism.VolunteerManhours,9833,st-engineering-sustainability-report-,2019,Development & Training,8
417,GreenhouseGasEmissionReduction.achievedReduction,39,st-engineering-sustainability-report-,2019,Greenhouse Gas Emissions(“GHG”),4
418,GreenhouseGasEmissionReduction.targetReduction,36,st-engineering-sustainability-report-,2019,Greenhouse Gas Emissions(“GHG”),7
419,EnergyConsumptionAndGHGEmissions.reductionTargetPercentage,15,st-engineering-sustainability-report-,2019,Greenhouse Gas Emissions(“GHG”),4
420,WaterUsage.achievedReductionPercentage,14,st-engineering-sustainability-report-,2019,Water Consumption,6
421,2019.value_added_per_employment_cost,1.52,st-engineering-sustainability-report-,2019,Economic Performance,8
422,2019.value_added_per_employment_cost_2018,1.46,st-engineering-sustainability-report-,2019,Economic Performance,8
423,2019.manhours_saved_financial_reconciliation_automation,4000,st-engineering-sustainability-report-,2019,Development & Training,6
424,2019.employees_trained,4000,st-engineering-sustainability-report-,2019,Development & Training,7
425,Shipping.Sulphur Cap,0.5,st-engineering-sustainability-report-,2019,Greenhouse Gas Emissions(“GHG”),5
426,2019.economic_contributions,7400000000,st-engineering-sustainability-report-,2019,Economic Performance,7
427,2019.employees_attended_courses,2500,st-engineering-sustainability-report-,2019,Development & Training,8
428,certifications.ISO,9001,st-engineering-sustainability-report-,2019,ESG-related Certifications,8
429,certifications.Safety Integrity Level,3,st-engineering-sustainability-report-,2019,ESG-related Certifications,7
430,attendance.Safety Critical Systems Development Course,57,st-engineering-sustainability-report-,2019,Development & Training,6
431,seminars.MINDEF System Safety Seminar,10,st-engineering-sustainability-report-,2019,Development & Training,8
432,EmployeesByQualification.DegreeOrEquivalent,38,st-engineering-sustainability-report-,2019,Development & Training,4
433,EmployeesByQualification.TradeCertificates,20,st-engineering-sustainability-report-,2019,Development & Training,3
434,EmployeesByQualification.'OOrALevelsOrEquivalent,20,st-engineering-sustainability-report-,2019,Development & Training,4
435,EmployeesByQualification.DiplomaOrEquivalent,19,st-engineering-sustainability-report-,2019,Development & Training,4
436,EmployeesByAge.Below30,16,st-engineering-sustainability-report-,2019,Age-Based Diversity(existing employees by age group),3
437,EmployeesByAge.40To50,26,st-engineering-sustainability-report-,2019,Age-Based Diversity(existing employees by age group),4
438,EmployeesByAge.50To60,23,st-engineering-sustainability-report-,2019,Age-Based Diversity(existing employees by age group),5
439,EmployeesByAge.Above60,9,st-engineering-sustainability-report-,2019,Age-Based Diversity(existing employees by age group),8
440,png.AverageTrainingHoursPerEmployee,28.3,st-engineering-sustainability-report-,2019,Development & Training,7
441,SupervisedWorkers.Male,88,st-engineering-sustainability-report-,2019,Development & Training,5
442,AverageTrainingHours.Male,30.1,st-engineering-sustainability-report-,2019,Development & Training,8
443,AverageTrainingHours.Female,21.5,st-engineering-sustainability-report-,2019,Development & Training,7
444,png.seminar_attendees,130,st-engineering-sustainability-report-,2019,Development & Training,7
445,png.trained_employees_in_singapore,24,st-engineering-sustainability-report-,2019,Development & Training,4
446,AccidentCauses.HitOrCaughtBetweenObjects,38,st-engineering-sustainability-report-,2019,Occupational Health & Safety,4
447,AccidentCauses.FallsFromHeight,15,st-engineering-sustainability-report-,2019,Occupational Health & Safety,7
448,AccidentCauses.SlipsTripsAndFalls,15,st-engineering-sustainability-report-,2019,Occupational Health & Safety,5
449,AccidentCauses.Cuts,10,st-engineering-sustainability-report-,2019,Occupational Health & Safety,7
450,OccupationalHealthPerformanceIndicators.WorkplaceSafetyAndHealthActivitiesOrganized,151,st-engineering-sustainability-report-,2019,Occupational Health & Safety,7
451,OccupationalHealthPerformanceIndicators.AtRiskStaffRespiratoryProtectionTraining,100,st-engineering-sustainability-report-,2019,Occupational Health & Safety,10
452,OccupationalHealthPerformanceIndicators.AtRiskStaffAudiometricExamination,100,st-engineering-sustainability-report-,2019,Occupational Health & Safety,7
453,OccupationalHealthPerformanceIndicators.NewAdvancedNoiseInducedDeafnessCases,0,st-engineering-sustainability-report-,2019,Occupational Health & Safety,10
454,OccupationalHealthPerformanceIndicators.NewOccupationalDiseaseCasesExcludingNoiseInducedDeafness,0,st-engineering-sustainability-report-,2019,Occupational Health & Safety,10
455,paper_printing_reduction.percentage,9,st-engineering-sustainability-report-,2019,Waste Generation,4
456,paper_printing_reduction.to,57.7,st-engineering-sustainability-report-,2019,Waste Generation,7
457,Charitable Gifts.Donated to President’s Challenge since 2000,7.7,st-engineering-sustainability-report-,2019,Development & Training,8
458,Our Contributions.Employees’ time,16,st-engineering-sustainability-report-,2019,Development & Training,8
459,Our Contributions.Management’s time,8,st-engineering-sustainability-report-,2019,Development & Training,8
460,Issues Addressed.Economic development,33,st-engineering-sustainability-report-,2019,Economic Performance,3
461,Participation Rate.Singapore employees in SHARE programme,76,st-engineering-sustainability-report-,2019,Development & Training,7
462,project_silver_screen_beneficiaries.citizens_above_60,45000,st-engineering-sustainability-report-,2019,Age-Based Diversity (existing employees by age group),7
463,png.internship_positions_for_technical_and_engineering_students_in_2019,1136,st-engineering-sustainability-report-,2019,Development & Training,7
464,png.students_welcomed_as_interns_at_Assumption_Pathway_School,140,st-engineering-sustainability-report-,2019,Development & Training,7
465,png.graduate_students_and_interns_benefited_from_projects_at_NTU_and_SUTD_since_2015_and_2016,46,st-engineering-sustainability-report-,2019,Development & Training,5
466,png.training_courses_organized,2360,st-engineering-sustainability-report-,2019,Development & Training,7
467,2017.Number of employees trained,3531,st-engineering-sustainability-report-,2019,Development & Training,6
468,2017.Percentage of employees trained,23,st-engineering-sustainability-report-,2019,Development & Training,7
469,2018.Number of employees trained,7683,st-engineering-sustainability-report-,2019,Development & Training,8
470,2018.Percentage of employees trained,52,st-engineering-sustainability-report-,2019,Development & Training,7
471,2019.Number of employees trained,7794,st-engineering-sustainability-report-,2019,Development & Training,8
472,2019.Percentage of employees trained,52,st-engineering-sustainability-report-,2019,Development & Training,7
473,2019.Total number of employees trained,9108,st-engineering-sustainability-report-,2019,Development & Training,7
474,2019.Percentage of employees trained (total),43,st-engineering-sustainability-report-,2019,Development & Training,7
475,png.About the Report,1,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,8
476,png.Assurance & Verification,2,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,5
477,png.Economic Performance & Productivity,24,ST-Engineering-Sustainability-Report-,2022,Economic Performance,7
478,png.Total Workplace Safety & Health,58,ST-Engineering-Sustainability-Report-,2022,Occupational Health & Safety,7
479,png.Ethical Business & Regulatory Compliance,68,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
480,png.United Nations Global Compact (UNGC),78,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,8
481,png.Sustainability Accounting Standards Board (SASB),78,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,8
482,png.GHG_Emissions_Reduction,37,ST-Engineering-Sustainability-Report-,2022,Greenhouse Gas Emissions(“GHG”),4
483,Accident_Rate.RFR,0.4,ST-Engineering-Sustainability-Report-,2022,Occupational Health & Safety,8
484,Accident_Rate.RSR,23.9,ST-Engineering-Sustainability-Report-,2022,Occupational Health & Safety,2
485,png.Learning_and_Development_Average_Training_Hours,22.5,ST-Engineering-Sustainability-Report-,2022,Development & Training,6
486,png.Bribery_and_Corruption_Cases,0,ST-Engineering-Sustainability-Report-,2022,Ethical Behaviour,10
487,People_Managers.Male_Percentage,15,ST-Engineering-Sustainability-Report-,2022,Management Diversity,2
488,GHG_Emissions_Target.Reduction_Percentage,50,ST-Engineering-Sustainability-Report-,2022,Greenhouse Gas Emissions(“GHG”),8
489,materiality_assessment.reviewed_according_to_GRI,2022,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,8
490,png.UN_SDGs[3],12,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,6
491,png.UN_SDGs[1],11,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
492,CarbonPriceSGDPerTon.2050[1],160,ST-Engineering-Sustainability-Report-,2022,Greenhouse Gas Emissions(“GHG”),7
493,intensity_reduction_target.percentage,36,ST-Engineering-Sustainability-Report-,2022,Greenhouse Gas Emissions(“GHG”),8
494,carbon_emissions_reduction_commitment.percentage,50,ST-Engineering-Sustainability-Report-,2022,Greenhouse Gas Emissions(“GHG”),5
495,absolute_GHG_emissions_reduction.percentage,37,ST-Engineering-Sustainability-Report-,2022,Greenhouse Gas Emissions(“GHG”),7
496,Achievements_2022.total_economic_contribution,8747,ST-Engineering-Sustainability-Report-,2022,Economic Performance,6
497,2023_Goals.planned_productivity_savings_increase,5,ST-Engineering-Sustainability-Report-,2022,Development & Training,7
498,Group Economic Contribution.Bought-in material and services,5254,ST-Engineering-Sustainability-Report-,2022,Economic Performance,7
499,"Group Economic Contribution.Employee wages, salaries and benefits",2591,ST-Engineering-Sustainability-Report-,2022,Economic Performance,8
500,Group Economic Contribution.Dividends and interest paid,823,ST-Engineering-Sustainability-Report-,2022,Economic Performance,8
501,Group Economic Contribution.Government taxes and levies,79,ST-Engineering-Sustainability-Report-,2022,Economic Performance,7
502,Group Economic Contribution.Total,8747,ST-Engineering-Sustainability-Report-,2022,Economic Performance,7
503,GHG_Emissions_Reduction_Target.Reduction_Percentage,50,ST-Engineering-Sustainability-Report-,2022,Greenhouse Gas Emissions(“GHG”),7
504,png.Waste_Recycling_Rate,75,ST-Engineering-Sustainability-Report-,2022,Waste Generation,7
505,png.Waste_Recycling_Maintenance_Target,50,ST-Engineering-Sustainability-Report-,2022,Waste Generation,7
506,Energy Intensity.2022,149,ST-Engineering-Sustainability-Report-,2022,Energy Consumption(GJ),5
507,GHG Emissions Intensity.2022,12,ST-Engineering-Sustainability-Report-,2022,Greenhouse Gas Emissions(“GHG”),7
508,GHG Intensity Reduction Target.2014,16,ST-Engineering-Sustainability-Report-,2022,Greenhouse Gas Emissions(“GHG”),8
509,GHG Intensity Reduction Target.2030,36,ST-Engineering-Sustainability-Report-,2022,Greenhouse Gas Emissions(“GHG”),7
510,emissions_reduction.amount,80,ST-Engineering-Sustainability-Report-,2022,Greenhouse Gas Emissions(“GHG”),6
511,water_consumption_intensity_2022.amount,65,ST-Engineering-Sustainability-Report-,2022,Water Consumption,7
512,water_consumption_decrease_since_2015.percentage,65,ST-Engineering-Sustainability-Report-,2022,Water Consumption,7
513,water_usage_intensity_target_reduction_2025.percentage,15,ST-Engineering-Sustainability-Report-,2022,Water Consumption,7
514,water_consumed.2020,717000,ST-Engineering-Sustainability-Report-,2022,Water Consumption,7
515,water_consumed.2021,638000,ST-Engineering-Sustainability-Report-,2022,Water Consumption,7
516,water_consumed.2022,588000,ST-Engineering-Sustainability-Report-,2022,Water Consumption,5
517,WasteRecycledPercentage.BlastingGritAndCement,52,ST-Engineering-Sustainability-Report-,2022,Waste Generation,6
518,WasteRecycledPercentage.Metal,24,ST-Engineering-Sustainability-Report-,2022,Waste Generation,4
519,WasteRecycledPercentage.WasteOil,18,ST-Engineering-Sustainability-Report-,2022,Waste Generation,7
520,WasteRecycledPercentage.Wood,4,ST-Engineering-Sustainability-Report-,2022,Waste Generation,3
521,WasteRecycledPercentage.Paper,0.6,ST-Engineering-Sustainability-Report-,2022,Waste Generation,6
522,WasteRecycledPercentage.Plastic,0.5,ST-Engineering-Sustainability-Report-,2022,Waste Generation,2
523,WasteRecycledPercentage.BatteriesAndEWaste,0.1,ST-Engineering-Sustainability-Report-,2022,Waste Generation,1
524,WasteRecycledPercentage.Others,0.8,ST-Engineering-Sustainability-Report-,2022,Waste Generation,3
525,SingaporeOperations2022.TotalWasteGeneratedTonnes,26900,ST-Engineering-Sustainability-Report-,2022,Waste Generation,7
526,2022.employees_completed_course,11000,ST-Engineering-Sustainability-Report-,2022,Development & Training,7
527,2022.engineering_seminar_participants,200,ST-Engineering-Sustainability-Report-,2022,Development & Training,7
528,2022.Average Training per Employee,22.5,ST-Engineering-Sustainability-Report-,2022,Development & Training,8
529,png.Employees Utilizing Digital Learning,10000,ST-Engineering-Sustainability-Report-,2022,Development & Training,5
530,ByGender.MaleSupervisedWorkers,17,ST-Engineering-Sustainability-Report-,2022,Management Diversity,6
